Ciclo;Tempo;Temperatura
1927;57810;35.27
1928;57840;35.25
1929;57870;35.24
1930;57900;35.22
1931;57930;35.2
1932;57960;35.19
1933;57990;35.17
1934;58020;35.15
1935;58050;35.13
1936;58080;35.12
1937;58110;35.1
1938;58140;35.08
1939;58170;35.07
1940;58200;35.05
1941;58230;35.03
1942;58260;35.02
1943;58290;35
1944;58320;34.98
1945;58350;34.97
1946;58380;34.95
1947;58410;34.93
1948;58440;34.92
1949;58470;34.9
1950;58500;34.88
1951;58530;34.86
1952;58560;34.85
1953;58590;34.83
1954;58620;34.81
1955;58650;34.8
1956;58680;34.78
1957;58710;34.76
1958;58740;34.75
1959;58770;34.73
1960;58800;34.71
1961;58830;34.7
1962;58860;34.68
1963;58890;34.66
1964;58920;34.65
1965;58950;34.63
1966;58980;34.61
1967;59010;34.59
1968;59040;34.58
1969;59070;34.56
1970;59100;34.54
1971;59130;34.53
1972;59160;34.51
1973;59190;34.49
1974;59220;34.48
1975;59250;34.46
1976;59280;34.44
1977;59310;34.43
1978;59340;34.41
1979;59370;34.39
1980;59400;34.38
1981;59430;34.36
1982;59460;34.34
1983;59490;34.32
1984;59520;34.31
1985;59550;34.29
1986;59580;34.27
1987;59610;34.26
1988;59640;34.24
1989;59670;34.22
1990;59700;34.21
1991;59730;34.19
1992;59760;34.17
1993;59790;34.16
1994;59820;34.14
1995;59850;34.12
1996;59880;34.11
1997;59910;34.09
1998;59940;34.07
1999;59970;34.05
2000;60000;34.04
2001;60030;34.02
2002;60060;34
2003;60090;33.99
2004;60120;33.97
2005;60150;33.95
2006;60180;33.94
2007;60210;33.92
2008;60240;33.9
2009;60270;33.89
2010;60300;33.87
2011;60330;33.85
2012;60360;33.84
2013;60390;33.82
2014;60420;33.8
2015;60450;33.78
2016;60480;33.77
2017;60510;33.75
2018;60540;33.73
2019;60570;33.72
2020;60600;33.7
2021;60630;33.68
2022;60660;33.67
2023;60690;33.65
2024;60720;33.63
2025;60750;33.62
2026;60780;33.6
2027;60810;33.58
2028;60840;33.57
2029;60870;33.55
2030;60900;33.53
2031;60930;33.52
2032;60960;33.5
2033;60990;33.48
2034;61020;33.46
2035;61050;33.45
2036;61080;33.43
2037;61110;33.41
2038;61140;33.4
2039;61170;33.38
2040;61200;33.36
2041;61230;33.35
2042;61260;33.33
2043;61290;33.31
2044;61320;33.3
2045;61350;33.28
2046;61380;33.26
2047;61410;33.25
2048;61440;33.23
2049;61470;33.21
2050;61500;33.19
2051;61530;33.18
2052;61560;33.16
2053;61590;33.14
2054;61620;33.13
2055;61650;33.11
2056;61680;33.09
2057;61710;33.08
2058;61740;33.06
2059;61770;33.04
2060;61800;33.03
2061;61830;33.01
2062;61860;32.99
2063;61890;32.98
2064;61920;32.96
2065;61950;32.94
2066;61980;32.92
2067;62010;32.91
2068;62040;32.89
2069;62070;32.87
2070;62100;32.86
2071;62130;32.84
2072;62160;32.82
2073;62190;32.81
2074;62220;32.79
2075;62250;32.77
2076;62280;32.76
2077;62310;32.74
2078;62340;32.72
2079;62370;32.71
2080;62400;32.69
2081;62430;32.67
2082;62460;32.65
2083;62490;32.64
2084;62520;32.62
2085;62550;32.6
2086;62580;32.59
2087;62610;32.57
2088;62640;32.55
2089;62670;32.54
2090;62700;32.52
2091;62730;32.5
2092;62760;32.49
2093;62790;32.47
2094;62820;32.45
2095;62850;32.44
2096;62880;32.42
2097;62910;32.4
2098;62940;32.38
2099;62970;32.37
2100;63000;32.35
2101;63030;32.33
2102;63060;32.32
2103;63090;32.3
2104;63120;32.28
2105;63150;32.27
2106;63180;32.25
2107;63210;32.23
2108;63240;32.22
2109;63270;32.2
2110;63300;32.18
2111;63330;32.17
2112;63360;32.15
2113;63390;32.13
2114;63420;32.11
2115;63450;32.1
2116;63480;32.08
2117;63510;32.06
2118;63540;32.05
2119;63570;32.03
2120;63600;32.01
2121;63630;32
2122;63660;31.98
2123;63690;31.96
2124;63720;31.95
2125;63750;31.93
2126;63780;31.91
2127;63810;31.9
2128;63840;31.88
2129;63870;31.86
2130;63900;31.84
2131;63930;31.83
2132;63960;31.81
2133;63990;31.79
2134;64020;31.78
2135;64050;31.76
2136;64080;31.74
2137;64110;31.73
2138;64140;31.71
2139;64170;31.69
2140;64200;31.68
2141;64230;31.66
2142;64260;31.64
2143;64290;31.63
2144;64320;31.61
2145;64350;31.59
2146;64380;31.57
2147;64410;31.56
2148;64440;31.54
2149;64470;31.52
2150;64500;31.51
2151;64530;31.49
2152;64560;31.47
2153;64590;31.46
2154;64620;31.44
2155;64650;31.42
2156;64680;31.41
2157;64710;31.39
2158;64740;31.37
2159;64770;31.36
2160;64800;31.34
2161;64830;31.32
2162;64860;31.3
2163;64890;31.29
2164;64920;31.27
2165;64950;31.25
2166;64980;31.24
2167;65010;31.22
2168;65040;31.2
2169;65070;31.19
2170;65100;31.17
2171;65130;31.15
2172;65160;31.14
2173;65190;31.12
2174;65220;31.1
2175;65250;31.09
2176;65280;31.07
2177;65310;31.05
2178;65340;31.04
2179;65370;31.02
2180;65400;31
2181;65430;30.98
2182;65460;30.97
2183;65490;30.95
2184;65520;30.93
2185;65550;30.92
2186;65580;30.9
2187;65610;30.88
2188;65640;30.87
2189;65670;30.85
2190;65700;30.83
2191;65730;30.82
2192;65760;30.8
2193;65790;30.78
2194;65820;30.77
2195;65850;30.75
2196;65880;30.73
2197;65910;30.71
2198;65940;30.7
2199;65970;30.68
2200;66000;30.66
2201;66030;30.65
2202;66060;30.63
2203;66090;30.61
2204;66120;30.6
2205;66150;30.58
2206;66180;30.56
2207;66210;30.55
2208;66240;30.53
2209;66270;30.51
2210;66300;30.5
2211;66330;30.48
2212;66360;30.46
2213;66390;30.44
2214;66420;30.43
2215;66450;30.41
2216;66480;30.39
2217;66510;30.38
2218;66540;30.36
2219;66570;30.34
2220;66600;30.33
2221;66630;30.31
2222;66660;30.29
2223;66690;30.28
2224;66720;30.26
2225;66750;30.24
2226;66780;30.23
2227;66810;30.21
2228;66840;30.19
2229;66870;30.17
2230;66900;30.16
2231;66930;30.14
2232;66960;30.12
2233;66990;30.11
2234;67020;30.09
2235;67050;30.07
2236;67080;30.06
2237;67110;30.04
2238;67140;30.02
2239;67170;30.01
2240;67200;29.99
2241;67230;29.97
2242;67260;29.96
2243;67290;29.94
2244;67320;29.92
2245;67350;29.9
2246;67380;29.89
2247;67410;29.87
2248;67440;29.85
2249;67470;29.84
2250;67500;29.82
2251;67530;29.8
2252;67560;29.79
2253;67590;29.77
2254;67620;29.75
2255;67650;29.74
2256;67680;29.72
2257;67710;29.7
2258;67740;29.69
2259;67770;29.67
2260;67800;29.65
2261;67830;29.63
2262;67860;29.62
2263;67890;29.6
2264;67920;29.58
2265;67950;29.57
2266;67980;29.55
2267;68010;29.53
2268;68040;29.52
2269;68070;29.5
2270;68100;29.48
2271;68130;29.47
2272;68160;29.45
2273;68190;29.43
2274;68220;29.42
2275;68250;29.4
2276;68280;29.38
2277;68310;29.36
2278;68340;29.35
2279;68370;29.33
2280;68400;29.31
2281;68430;29.3
2282;68460;29.28
2283;68490;29.26
2284;68520;29.25
2285;68550;29.23
2286;68580;29.21
2287;68610;29.2
2288;68640;29.18
2289;68670;29.16
2290;68700;29.15
2291;68730;29.13
2292;68760;29.11
2293;68790;29.09
2294;68820;29.08
2295;68850;29.06
2296;68880;29.04
2297;68910;29.03
2298;68940;29.01
2299;68970;28.99
2300;69000;28.98
2301;69030;28.96
2302;69060;28.94
2303;69090;28.93
2304;69120;28.91
2305;69150;28.89
2306;69180;28.88
2307;69210;28.86
2308;69240;28.84
2309;69270;28.83
2310;69300;28.81
2311;69330;28.79
2312;69360;28.77
2313;69390;28.76
2314;69420;28.74
2315;69450;28.72
2316;69480;28.71
2317;69510;28.69
2318;69540;28.67
2319;69570;28.66
2320;69600;28.64
2321;69630;28.62
2322;69660;28.61
2323;69690;28.59
2324;69720;28.57
2325;69750;28.56
2326;69780;28.54
2327;69810;28.52
2328;69840;28.5
2329;69870;28.49
2330;69900;28.47
2331;69930;28.45
2332;69960;28.44
2333;69990;28.42
2334;70020;28.4
2335;70050;28.39
2336;70080;28.37
2337;70110;28.35
2338;70140;28.34
2339;70170;28.32
2340;70200;28.3
2341;70230;28.29
2342;70260;28.27
2343;70290;28.25
2344;70320;28.23
2345;70350;28.22
2346;70380;28.2
2347;70410;28.18
2348;70440;28.17
2349;70470;28.15
2350;70500;28.13
2351;70530;28.12
2352;70560;28.1
2353;70590;28.08
2354;70620;28.07
2355;70650;28.05
2356;70680;28.03
2357;70710;28.02
2358;70740;28
2359;70770;27.98
2360;70800;27.96
2361;70830;27.95
2362;70860;27.93
2363;70890;27.91
2364;70920;27.9
2365;70950;27.88
2366;70980;27.86
2367;71010;27.85
2368;71040;27.83
2369;71070;27.81
2370;71100;27.8
2371;71130;27.78
2372;71160;27.76
2373;71190;27.75
2374;71220;27.73
2375;71250;27.71
2376;71280;27.69
2377;71310;27.68
2378;71340;27.66
2379;71370;27.64
2380;71400;27.63
2381;71430;27.61
2382;71460;27.59
2383;71490;27.58
2384;71520;27.56
2385;71550;27.54
2386;71580;27.53
2387;71610;27.51
2388;71640;27.49
2389;71670;27.48
2390;71700;27.46
2391;71730;27.44
2392;71760;27.42
2393;71790;27.41
2394;71820;27.39
2395;71850;27.37
2396;71880;27.36
2397;71910;27.34
2398;71940;27.32
2399;71970;27.31
2400;72000;27.29
2401;72030;27.27
2402;72060;27.26
2403;72090;27.24
2404;72120;27.22
2405;72150;27.21
2406;72180;27.19
2407;72210;27.17
2408;72240;27.15
2409;72270;27.14
2410;72300;27.12
2411;72330;27.1
2412;72360;27.09
2413;72390;27.07
2414;72420;27.05
2415;72450;27.04
2416;72480;27.02
2417;72510;27
2418;72540;26.99
2419;72570;26.97
2420;72600;26.95
2421;72630;26.94
2422;72660;26.92
2423;72690;26.9
2424;72720;26.88
2425;72750;26.87
2426;72780;26.85
2427;72810;26.83
2428;72840;26.82
2429;72870;26.8
2430;72900;26.78
2431;72930;26.77
2432;72960;26.75
2433;72990;26.73
2434;73020;26.72
2435;73050;26.7
2436;73080;26.68
2437;73110;26.67
2438;73140;26.65
2439;73170;26.63
2440;73200;26.61
2441;73230;26.6
2442;73260;26.58
2443;73290;26.56
2444;73320;26.55
2445;73350;26.53
2446;73380;26.51
2447;73410;26.5
2448;73440;26.48
2449;73470;26.46
2450;73500;26.45
2451;73530;26.43
2452;73560;26.41
2453;73590;26.4
2454;73620;26.38
2455;73650;26.36
2456;73680;26.35
2457;73710;26.33
2458;73740;26.31
2459;73770;26.29
2460;73800;26.28
2461;73830;26.26
2462;73860;26.24
2463;73890;26.23
2464;73920;26.21
2465;73950;26.19
2466;73980;26.18
2467;74010;26.16
2468;74040;26.14
2469;74070;26.13
2470;74100;26.11
2471;74130;26.09
2472;74160;26.08
2473;74190;26.06
2474;74220;26.04
2475;74250;26.02
2476;74280;26.01
2477;74310;25.99
2478;74340;25.97
2479;74370;25.96
2480;74400;25.94
2481;74430;25.92
2482;74460;25.91
2483;74490;25.89
2484;74520;25.87
2485;74550;25.86
2486;74580;25.84
2487;74610;25.82
2488;74640;25.81
2489;74670;25.79
2490;74700;25.77
2491;74730;25.75
2492;74760;25.74
2493;74790;25.72
2494;74820;25.7
2495;74850;25.69
2496;74880;25.67
2497;74910;25.65
2498;74940;25.64
2499;74970;25.62
2500;75000;25.6
2501;75030;25.59
2502;75060;25.57
2503;75090;25.55
2504;75120;25.54
2505;75150;25.52
2506;75180;25.5
2507;75210;25.48
2508;75240;25.47
2509;75270;25.45
2510;75300;25.43
2511;75330;25.42
2512;75360;25.4
2513;75390;25.38
2514;75420;25.37
2515;75450;25.35
2516;75480;25.33
2517;75510;25.32
2518;75540;25.3
2519;75570;25.28
2520;75600;25.27
2521;75630;25.25
2522;75660;25.23
2523;75690;25.21
2524;75720;25.2
2525;75750;25.18
2526;75780;25.16
2527;75810;25.15
2528;75840;25.13
2529;75870;25.11
2530;75900;25.1
2531;75930;25.08
2532;75960;25.06
2533;75990;25.05
2534;76020;25.03
2535;76050;25.01
2536;76080;25
2537;76110;24.98
2538;76140;24.96
2539;76170;24.94
2540;76200;24.93
2541;76230;24.91
2542;76260;24.89
2543;76290;24.88
2544;76320;24.86
2545;76350;24.84
2546;76380;24.83
2547;76410;24.81
2548;76440;24.79
2549;76470;24.78
2550;76500;24.76
2551;76530;24.74
2552;76560;24.73
2553;76590;24.71
2554;76620;24.69
2555;76650;24.67
2556;76680;24.66
2557;76710;24.64
2558;76740;24.62
2559;76770;24.61
2560;76800;24.59
2561;76830;24.57
2562;76860;24.56
2563;76890;24.54
2564;76920;24.52
2565;76950;24.51
2566;76980;24.49
2567;77010;24.47
2568;77040;24.46
2569;77070;24.44
2570;77100;24.42
2571;77130;24.4
2572;77160;24.39
2573;77190;24.37
2574;77220;24.35
2575;77250;24.34
2576;77280;24.32
2577;77310;24.3
2578;77340;24.29
2579;77370;24.27
2580;77400;24.25
2581;77430;24.24
2582;77460;24.22
2583;77490;24.2
2584;77520;24.19
2585;77550;24.17
2586;77580;24.15
2587;77610;24.14
2588;77640;24.12
2589;77670;24.1
2590;77700;24.08
2591;77730;24.07
2592;77760;24.05
2593;77790;24.03
2594;77820;24.02
2595;77850;24
2596;77880;23.98
2597;77910;23.97
2598;77940;23.95
2599;77970;23.93
2600;78000;23.92
2601;78030;23.9
2602;78060;23.88
2603;78090;23.87
2604;78120;23.85
2605;78150;23.83
2606;78180;23.81
2607;78210;23.8
2608;78240;23.78
2609;78270;23.76
2610;78300;23.75
2611;78330;23.73
2612;78360;23.71
2613;78390;23.7
2614;78420;23.68
2615;78450;23.66
2616;78480;23.65
2617;78510;23.63
2618;78540;23.61
2619;78570;23.6
2620;78600;23.58
2621;78630;23.56
2622;78660;23.54
2623;78690;23.53
2624;78720;23.51
2625;78750;23.49
2626;78780;23.48
2627;78810;23.46
2628;78840;23.44
2629;78870;23.43
2630;78900;23.41
2631;78930;23.39
2632;78960;23.38
2633;78990;23.36
2634;79020;23.34
2635;79050;23.33
2636;79080;23.31
2637;79110;23.29
2638;79140;23.27
2639;79170;23.26
2640;79200;23.24
2641;79230;23.22
2642;79260;23.21
2643;79290;23.19
2644;79320;23.17
2645;79350;23.16
2646;79380;23.14
2647;79410;23.12
2648;79440;23.11
2649;79470;23.09
2650;79500;23.07
2651;79530;23.06
2652;79560;23.04
2653;79590;23.02
2654;79620;23
2655;79650;23
2656;79680;23
2657;79710;23
2658;79740;23
2659;79770;23
2660;79800;23
2661;79830;23
2662;79860;23
2663;79890;23
2664;79920;23
2665;79950;23
2666;79980;23
2667;80010;23
2668;80040;23
2669;80070;23
2670;80100;23
2671;80130;23
2672;80160;23
2673;80190;23
2674;80220;23
2675;80250;23
2676;80280;23
2677;80310;23
2678;80340;23
2679;80370;23
2680;80400;23
2681;80430;23
2682;80460;23
2683;80490;23
2684;80520;23
2685;80550;23
2686;80580;23
2687;80610;23
2688;80640;23
2689;80670;23
2690;80700;23
2691;80730;23
2692;80760;23
2693;80790;23
2694;80820;23
2695;80850;23
2696;80880;23
2697;80910;23
2698;80940;23
2699;80970;23
2700;81000;23
2701;81030;23
2702;81060;23
2703;81090;23
2704;81120;23
2705;81150;23
2706;81180;23
2707;81210;23
2708;81240;23
2709;81270;23
2710;81300;23
2711;81330;23
2712;81360;23
2713;81390;23
2714;81420;23
2715;81450;23
2716;81480;23
2717;81510;23
2718;81540;23
2719;81570;23
2720;81600;23
2721;81630;23
2722;81660;23
2723;81690;23
2724;81720;23
2725;81750;23
2726;81780;23
2727;81810;23
2728;81840;23
2729;81870;23
2730;81900;23
2731;81930;23
2732;81960;23
2733;81990;23
2734;82020;23
2735;82050;23
2736;82080;23
2737;82110;23
2738;82140;23
2739;82170;23
2740;82200;23
2741;82230;23
2742;82260;23
2743;82290;23
2744;82320;23
2745;82350;23
2746;82380;23
2747;82410;23
2748;82440;23
2749;82470;23
2750;82500;23
2751;82530;23
2752;82560;23
2753;82590;23
2754;82620;23
2755;82650;23
2756;82680;23
2757;82710;23
2758;82740;23
2759;82770;23
2760;82800;23
2761;82830;23
2762;82860;23
2763;82890;23
2764;82920;23
2765;82950;23
2766;82980;23
2767;83010;23
2768;83040;23
2769;83070;23
2770;83100;23
2771;83130;23
2772;83160;23
2773;83190;23
2774;83220;23
2775;83250;23
2776;83280;23
2777;83310;23
2778;83340;23
2779;83370;23
2780;83400;23
2781;83430;23
2782;83460;23
2783;83490;23
2784;83520;23
2785;83550;23
2786;83580;23
2787;83610;23
2788;83640;23
2789;83670;23
2790;83700;23
2791;83730;23
2792;83760;23
2793;83790;23
2794;83820;23
2795;83850;23
2796;83880;23
2797;83910;23
2798;83940;23
2799;83970;23
2800;84000;23
2801;84030;23
2802;84060;23
2803;84090;23
2804;84120;23
2805;84150;23
2806;84180;23
2807;84210;23
2808;84240;23
2809;84270;23
2810;84300;23
2811;84330;23
2812;84360;23
2813;84390;23
2814;84420;23
2815;84450;23
2816;84480;23
2817;84510;23
2818;84540;23
2819;84570;23
2820;84600;23
2821;84630;23
2822;84660;23
2823;84690;23
2824;84720;23
2825;84750;23
2826;84780;23
2827;84810;23
2828;84840;23
2829;84870;23
2830;84900;23
2831;84930;23
2832;84960;23
2833;84990;23
2834;85020;23
2835;85050;23
2836;85080;23
2837;85110;23
2838;85140;23
2839;85170;23
2840;85200;23
2841;85230;23
2842;85260;23
2843;85290;23
2844;85320;23
2845;85350;23
2846;85380;23
2847;85410;23
2848;85440;23
2849;85470;23
2850;85500;23
2851;85530;23
2852;85560;23
2853;85590;23
2854;85620;23
2855;85650;23
2856;85680;23
2857;85710;23
2858;85740;23
2859;85770;23
2860;85800;23
2861;85830;23
2862;85860;23
2863;85890;23
2864;85920;23
2865;85950;23
2866;85980;23
2867;86010;23
2868;86040;23
2869;86070;23
2870;86100;23
2871;86130;23
2872;86160;23
2873;86190;23
2874;86220;23
2875;86250;23
2876;86280;23
2877;86310;23
2878;86340;23
2879;86370;23
2879;86370;23
